President,Year,Month,Day,Meeting Text,URL,Index,NARA Catalog,Locations,People,Notes,Diary Type,Image File Format,Machine Readable Text,Number of Pages
Harry S. Truman,1947,9,1,"Arose at 2 A.M., shaved, took a bath and then called Bess & Margaret. Both were up when I called them. We had a very nice breakfast and signed autographs for the commandant and the troop commander. I wrote a personal note to our host and autographed dollar bills for all the help.
When we arrived at the plane we found everybody present but the press secretary, Charlie Ross. He'd told Hassett to put on his stripped [sic] pants and formal coat and Mr. Hassett had done so. Then he had to go out in the rain and call a number of the party. Gen[eral] Vaughan said he'd put grapefruits in the knees of his pants! We sent a special messenger for Ross and he arrived in time for us to take off at 3:15.
Arrived at Belem at 8:45. Saw the Guiana jungle and was greatly impressed at the Amazon. It is beyond discription [sic]. We landed on its south bank. I took a walk around the air station. We were in the air at 9:15 A.M. Saw all of Brazil from Belem to Rio de Janeiro. Our approach to Rio was as perfect as we could have wanted.
Circled the city, landed on an island in the harbour [sic]. Took a power boat to the city. The President & Mrs. Dutra recieved [sic] us and we had a drive and reception through the city that seldom happens.",https://www.trumanlibrary.org/diary/page28.htm,https://www.trumanlibrary.org/diary/index.html,5859997,,,,,,,
Harry S. Truman,1947,9,20,"Landed in Washington aboard the Williamsburg at 8:00 A.M.
Everyone glad to get home. So am I.",,https://www.trumanlibrary.org/diary/index.html,5860000,,,,,,,
Harry S. Truman,1947,12,20,"My sister Mary Jane came in today.
The whole in law family are comming [sic]. I'm glad I like 'em.",,https://www.trumanlibrary.org/diary/index.html,5860019,,,,,,,
Harry S. Truman,1947,12,19,"Sent to Congress the European Recovery Plan (Marshall Plan).
No Presidential Message in my tenure has had the same careful consideration.
Had the Dep[artmen]t of Interior survey our assets, the Dep[artmen]t of Commerce survey the impact on our economy after a survey had been made by the Council of Economic Advisors [sic].
Had the Treasury look into the financing.
And finally had State, Defence [sic] and the White House Secretariat, headed by John Steelman, Cabinet Secretary and Clark Clifford, Special Council[,] prepare a draft of a message. After seven or eight trials one came up, on which all could finally agree.
It is a good message and a historical State Document.
Congress adjourned. We obtained the Interim Aid Plan & the money-part of it. But Congress tore its pants on the economic situation. They gave us a perfectly assinine [sic] bill-thanks to Taft.",,https://www.trumanlibrary.org/diary/index.html,5860017,,,,,,,
Harry S. Truman,1947,6,27,"Called in Sec[retary] of State, Gen[eral] Marshall, Sec[retary] of War, Sec[retary of the] Navy, Gen[eral] Eisenhower, Adm[iral] Leahy, and Adm[iral] Nimitz along with Dr. Lillienthal to discuss new atomic bombs, and the advisability of testing them. Gen[eral] Marshall agreed that they should be tested but at a date beyond the Foreign Minister's meeting in Nov.-say from Feb[.] to April.
I appointed Patterson, Forestal [sic] and Dr. Lillienthal to work out details with Gen[eral] Eisenhower and Adm[iral] Nimitz as advisors. Gen[eral] Marshall & Adm[iral] Leahy to be consulted as developments proceed.
We must make the tests without insulting the Bolshies or our own Red helpers-headed by Wallace.
Lunched with Marshall & Att[orne]y. Gen[eral] Clark in John Pye's dining room. Ross, Clifford, Latta[,] Haskett & John Steelman present.
Marshall told the best story of World War II[,] at least Winston Churchill thinks it is. I endorse Churchill's judgement-about an American Army Chaplain being driven into Tunis after the German surrender. All Americans had gone forward so Germans took over traffic direction. Traffic terribly snarled up. The Chaplain with his corporal driver was stopped by a tough Nazi at a street crossing and completely ""balled out"" just as an American cop would do it-only in addition to the balling out the Nazi traffic cop told the chaplain what he thought of the inefficiency and general no account make up of Americans. The Chaplain was kind and polite and tried his level best to be decent. In fact he went so far that the poor corporal driver could hardly hold his tongue. Finally the Chaplain pointed to his insignia and informed the tough Nazi cop that he belonged to the religious section of the army and finally remarked-""I am only up here to plant some of you Nazi bastards."" The corporal was made very happy by that remark and I suppose the good Chaplain regreted [sic] it. Any way it's a good story and I agree with Winston.

",https://www.trumanlibrary.org/diary/page17.htm,https://www.trumanlibrary.org/diary/index.html,5859982,,,,,,,
Harry S. Truman,1947,12,15,The Congressional leaders were called to the Executive Office for conference. It was agreed that the long term plan for European recovery would not be sent to the Congress until the Bill for Interim Aid and the Appropriation had been passed. It was also agreed that Congress would not adjourn until the long time plan was recieved [sic] by them. A very pleasant meeting.,,https://www.trumanlibrary.org/diary/index.html,5860016,,,,,,,
Harry S. Truman,1947,3,31,"Meeting with Argentine Ambassador. He is going to Argentine [sic]. Invited Dean Atcheson [sic], Tom Connolly [sic] and Vandenberg. Told the Ambassador that we wanted friendly relations with his country, but that we also wanted compliance with agreements made at San Francisco and Mexico City. Informed him that there were still Nazi war criminals loose in his country. They should be rounded up and deported for trial.
He talked of Communism in Chili [sic], Brazil and Bolivia. It was intimated that Argentines [sic] compliance was the subject of conversation. He said that Communism is rife in Brazil.
I doubt if we accomplished anything. The Ambassador speaks terrible English. Said Argentine [sic] wanted to get along with us, etc.",https://www.trumanlibrary.org/diary/page16.htm,https://www.trumanlibrary.org/diary/index.html,5859981,,,,,,,
Harry S. Truman,1947,9,30,Had my new chairman of the Citizens Food Committee in to see me at ten. Told him action is what is needed. Then went in to the Cabinet Food Committee meeting. Told them that they should act as Board of Directors and Luckman as executive and that all would be responsible to me. The Citizens Committee of which Luckman is Chairman to work out plans and a program for my approval.,,https://www.trumanlibrary.org/diary/index.html,5860003,,,,,,,
Harry S. Truman,1947,10,1,"Had an acrimonious meeting of my secretaries this morning in the Cabinet Room. Matt Connelly & Clark Clifford on one side and Charlie Ross & John Steelman on the other.
Matt & Clark were afraid Luckman is trying to steal the lime light in the food emergency. I'm not. We worked out a statement for the 10 A.M. meeting in the movie room for the Citizens Committee.
It was a good meeting. I went back to the office and had the usual go around until 1 P.M. Then had to decide the argument between Charlie & John and Clark & Matt. I let Luckman announce his committee plan at a press conference, supporting Charlie & John.
Listened to some commentators and then called Dr. Steelman & told him to tell Luckman he'd done well. He'd had a hell of a press conference and some of the smart alecks had tried to trap him.
He came out very well.
We Are Going to Win This One.",,https://www.trumanlibrary.org/diary/index.html,5860004,,,,,,,
Harry S. Truman,1947,7,23,"Had the usual hectic day, though not so bad as some I've had.
Lectured eleven junior Democratic Congressmen on foreign policy. Had four Republicans not long ago-nice young men, to whom I gave the same treatment. If I could only get all the young ones together, the military & foreign policy would become the law of the land.
Talked to young Franklin for almost thirty minutes on Jews, New York, California, his daddy's papers and political matters generally. Said he & his mamma were not with Henry Wallace!
Went to Jim Forestal's [sic] house to a party for Bob Patterson. It was a nice one. A couple of Senators-Vandenburg [sic] & Gurney, the Cabinet, Gen[eral] Eisenhower & three Navy Captains. Don't know [why] Leahy, Nimitz & House members were not there. Sam Rayburn was present-only House member there.
How we'll miss Mrs. Patterson! as well as the Sec[retary] of War. Looks as if we've lost a grand, honest man & wife of the same caliber and have gained a good man and a baby talking, henna haired lady. She went to school with Claire Booth Luce-too bad I'd say. Cabinet women are a problem. I'll write a book on it some day.

",https://www.trumanlibrary.org/diary/page22.htm,https://www.trumanlibrary.org/diary/index.html,5859987,,,,,,,
Harry S. Truman,1947,9,19,"We have had a grand cruise aboard the Battleship Missouri. It ended today at Norfolk. I gave the Captain leave to put on all the ""dog"" the navy likes.
Recieved [sic] all the commanders, Army, Navy, Marine Corps, Coast Guard and then went overside with all the honors. If it pleased the Navy and all the rest I'm happy because I had a pleasant trip from Rio. Took about 21 hours to go down and twelve days cruising to come back.
We had all sorts of maneuvers etc[.] to amuse me, including Neptune and Davy Jones when the crossed the 0º line. Everybody enjoyed it-I hope.",https://catalog.archives.gov/id/5859998,https://www.trumanlibrary.org/diary/index.html,5859998,,,,,,,
Harry S. Truman,1947,7,5,"Spent a quiet pleasant day at Stanley Woodward's place.
It is ideal.
Haven't had a more pleasant week end since moving into the great white jail, known as the White House!

",https://www.trumanlibrary.org/diary/page20.htm,https://www.trumanlibrary.org/diary/index.html,5859985,,,,,,,
Harry S. Truman,1947,7,21,"[The entry for this day is written on three loose pages, interleaved in the diary book.]

6:00 P. M. Monday July 21, 1947

Had ten minutes conversation with Henry Morgenthau about Jewish ship in Palistine [sic]. Told him I would talk to Gen[eral] Marshall about it.
He'd no business, whatever to call me. The Jews have no sense of proportion nor do they have any judgement on world affairs.
Henry brought a thousand Jews to New York on a supposedly temporary basis and they stayed. When the country went backward-and Republican in the election of 1946, this incident loomed large on the D[isplaced] P[ersons] program.
The Jews, I find are very, very selfish. They care not how many Estonians, Latvians, Finns, Poles, Yugoslavs or Greeks get murdered or mistreated as D[isplaced] P[ersons] as long as the Jews get special treatment. Yet when they have power, physical, financial or political neither Hitler nor Stalin has anything on them for cruelty or mistreatment to the under dog. Put an underdog on top and it makes no difference whether his name is Russian, Jewish, Negro, Management, Labor, Mormon, Baptist he goes haywire. I've found very, very few who remember their past condition when prosperity comes.
Look at the Congress[ional] attitude on D[isplaced] P[ersons]-and they all come from D[isplaced] P[erson]s.",https://www.trumanlibrary.org/diary/page21.htm,https://www.trumanlibrary.org/diary/index.html,5859986,,,,,,,
Harry S. Truman,1947,8,31,"At 9 A.M. we leave Washington for Brazil. I am in doubt about what the result may be. We have a pleasant flight to Trinadad [sic], and a cordial reception by the British Governor and the U.S. Commandant. Stay at the house of the American C[ommanding] O[fficer]. It was very pleasant.",https://www.trumanlibrary.org/diary/page27.htm,https://www.trumanlibrary.org/diary/index.html,5859996,,,,,,,
Harry S. Truman,1947,11,17,"The Congressional Record should be read very carefully during the following days and until Congress adjourns.
The message, in my opinion[,] also should be carefully read.",,https://www.trumanlibrary.org/diary/index.html,5860006,,,,,,,
Harry S. Truman,1947,7,25,"At 3:30 today had a very interesting conversation with Gen[eral] Eisenhower. Sent for him to discuss the new Sec[retary] for National Defense. Asked him if he could work with Forestal [sic]. He said he could. Told him that I would have given the job to Bob Patterson had he stayed on as Sec[retary] of War. I couldn't bring myself to force him to stay. He has three daughters comming [sic] on for education and I know what that means, having had only one. But she is in a class by herself and I shouldn't judge Patterson's three by her. No one ever had a daughter equal to mine!
After the discussion on Forestal [sic] was over Ike & I visited and talked politics. He is going to Columbia U[niversity] in NY as President. What a job he can do there. He'll do it too. We discussed MacArthur and his superiority complex.
When Ike went to the far east on an inspection tour in 1946 I asked him to tell Gen[eral] Marshall, then special envoy to China, if he'd accept appointment to Sec[retary] of State. Byrnes was tired, sick and wanted to quit. Ike, when he returned came in and said ""Gen[eral] Marshall said yes."" So when Byrnes quit I appointed Marshall and did not even ask him about it!
Ike & I think MacArthur expects to make a Roman Triumphal return to the U. S. a short time before the Republican Convention meets in Philadelphia. I told Ike that if he did that that he (Ike) should announce for the nomination for President on the Democratic ticket and that I'd be glad to be in second place, or Vice President. I like the Senate anyway. Ike & I could be elected and my family & myself would be happy outside this great white jail, known as the White House.
Ike won't quot [sic] me & I won't quote him.",https://www.trumanlibrary.org/diary/page23.htm,https://www.trumanlibrary.org/diary/index.html,5859989,,,,,,,
Harry S. Truman,1947,12,25,"Went to Bethesda to see Bill Hassett. Took him a poinsetta [sic] from the base of our Christmas tree and charged him with recieving [sic] flowers from Mrs. T[ruman] by me. He's a grand person.
Saw Cordell Hull and Adm[iral] King. Both in fine spirits.
Went through 3 or 4 wards and shook hands with patients who couldn't get out of bed. One negro [sic] patient told me that he had some sort of complicated ailment but after shaking my hand he had high blood pressure!
Went over to Walter Reed from Bethesda and went through the bed fast wards with Dr. Graham, my doctor & the C[ommanding] O[fficer] of the hospital. Met forty or fifty patients most of whom were war wounded. They were happy and optimistic. Makes a person ashamed to be gloomy even if world affairs are mixed up.
Went down to the W[hite] H[ouse] garage to see the tree and then ate a tall dinner[,] gained a pound and a half and the doctor says I should take it off!",,https://www.trumanlibrary.org/diary/index.html,5860021,,,,,,,
Harry S. Truman,1947,12,13,"Gridiron Club had its night.
Mr. Martin made such a very pleasant speech I just had to go shake his hand.
That made it most difficult for me to reply. But all seemed satisfied with what was said by the President.",,https://www.trumanlibrary.org/diary/index.html,5860008,,,,,,,
Harry S. Truman,1947,7,29,"Returned to Washington. Had the new crew on the Sacred Cow sign the two maps-going & coming.
The new plane ""Independence[""] is in Brazil with the Sec[retary] of the Treas[ury].
Landed in Washington at 4:16. Called Bess from White House. She was worried because our new pilots couldn't make the old cow run as fast as L[ieutenan]t Col[onel] Myers can.
The new pilots were rattled on account of the passenger and were careful & conservative. They are nice boys.",https://www.trumanlibrary.org/diary/page26.htm,https://www.trumanlibrary.org/diary/index.html,5859994,,,,,,,
Harry S. Truman,1949,8,31,"Some day-Walter George, Scott Lucas and Dean Atcheson [sic] came in to discuss trade treaties. Sen. George made me a proposition to extend the present law to Feb. 1950. I told him I would agree to an extention to Feb. 28, 1951 and would be most happy to have him and his Republican opposite member Senator Milikan [sic] of Colo. make the Reciprocal Trade Agreements a campaign issue in 1950. The great Georgia Senator, representative of the National Chamber of Commerce, the Coca Cola Company etc. didn't want that. So we'll start the filibuster when the Senate reconvenes.
Usual appointments before and after and then -
At four o'clock Clinton Anderson, Senator from New Mexico, Elmer Thomas, Senator from Oklahoma, Scott Lucas, Illinois floor leader of the majority in the Senate, Charlie Brannan, the Secretary of Agriculture, Harold D. Cooley, Congressman from North Carolina, Chmn of the Com on Agriculture in the House as Thomas is in the Senate, and Stephen Pace from Georgia ranking member of the House Agricultural Com. in the House and the man who has made the best farm speech so far this session, came to the Cabinet room to discuss the Administration Stand on a farm

Look at Aug 30.
Tuesday, August 30, 1949

bill. The Sec of Agriculture, at my direction prepared a farm plan - a good one which I have supported. Stephen Pace produced a committee supported bill in the House which came up and was defeated by a substitute offered by Gore of Tennesee.

My former Secretary of Agriculture, Senator Anderson of New Mexico, who made a wrong guess in 1948 and thought the election of a Senator from N. Mex. surer than the election of the President in 1948, is as Senators always are very jealous of his Cabinet successor. Especially since the press (most often against us) has named the Administration Farm Bill the Brannan Bill. Old man Thomas is a most peculiar person. I've heard him talk for hours on silver. Lead & zinc are Okla. metals. But he's Chairman of the Senate Com. on Agriculture.

I placed the two House members beside me on the President's side of the Cabinet table and put Brannan in the V.P.'s seat across the table with the high powered senators on each side of him. Then we put the ""cards on the table."" I reminded them of the Dem. Platform of 1948 of my 31700 trip and my farm speeches and then the House members came in and did the same. The Senators made speeches and then went back and reported a bill. Will get our farm progress.",,,7542743,,,,,,,
Harry S. Truman,1949,10,22,"81st Congress quits after one hell of a session. The disappointed Republicans tried every strategy to ruin the session. Even the ""good"" ones joined the Dixiecrats of the Byrd, Ellender McClelland stripe to defeat a program. They failed.",,,7542746,,,,,,,
Harry S. Truman,1949,3,26,"I have no formal appointments.

Snyder comes over. We talk over the financial situation.

I quit at noon.

Margie & I go to the movie room at the White House and I make a broadcast for the Federal Council of Churches of Christ in America.

Hope it did some good. A low down S.O.B. in New Jersey got a lot of publicity asking me to take back what I said about Pearson at Vaughan's dinner some time back.

Pearson's no good. He, Fulton Lewis & Walter Winchell (Winchelleski) are pathological liars par excellance [sic]. It's too bad-",,,7542741,,,,,,,
Harry S. Truman,1949,3,27,"Margie came home (not home, she came down to D.C.) on Wednesday so she could attend Winnie's dinner. Margie had a cold and could not work in N.Y., that is really why she came.

We, Margie & I, went for a walk out about 2 P.M. Had a great time watching the reaction of the people. They were never sure that they were seeing what they really saw. All were smilingly polite but one damned sailor. He sat with his feet out in the way while we passed but his girl stood up, smiled & saluted.",,,7542742,,,,,,,
Harry S. Truman,1949,9,2,"Usual appointments after a Cabinet meeting with no controversy. It took up only fifteen minutes! Usually take an hour.

Saw a Louisiana Judge, Gaston Porperie [sic] who'd been holding court in N.Y a fine man and a friend of former Senator Overton.

Dick Duncan from Kansas City came in. Had a nice visit with him. I was instrumental in making him a Federal Judge.

Basil O'Connor came in and gave me a song and dance on infantile paralisys. It a terrible disease but he wanted me to make a money broadcast for him!

Talked to Gordon Clapp, T.V.A. Administrator about a survey he will make in the Near East for the Arabs and Jews. Every one I've sent to this territory comes back hoping he'll never have any more contact with Jews! I told Clapp to make an economic survey in the interest of the world peace situation.

Spent the afternoon writing a good demagogue speech for labor day - two in fact.",,,7542745,,,,,,,
Harry S. Truman,1949,10,29,"Margaret sings in St. Louis tonight. Wish I could be present. It would spoil the performance were I to go. Bess is there and the V.P. with his lady. They have decided to to make a go of it. I surely wish them well.

Talked to Bess & Margie in St Louis. The concert was a wow - ""hangin' from the rafters"" says Margie. She says the terrible Post Dispatch (which hates me) and the old dyed in the wool conservative Globe Democrat have been kind to her. Just read an old editorial from the Globe Democrat today which came from Roosevelt's files of 1940. They'd decided that Missouri had gone to hell because I'd beaten the double crosser Lloyd Stark for the nomination for the Senate! Stark had sent the piece to Roosevelt. It's hell how fate works. Stark wanted to be President - I didn't. Stark's buried politically because he is intellectually dishonest. I'm forced on the Democratic ticket as V.P. by the man who thought Stark was tops - and I'm the President and in my own right.

It's hell on Margie but she is a good trouper!",,,7542747,,,,,,,
Harry S. Truman,1949,11,1,"I have another hell of a day. Look at my appointment list. It is only a sample of the whole year. Trying to make the 81st Congress perform is and has been worse than cussing the 80th. A President never loses prestige fighting Congress. And I can't fight my own Congress. There are some terrible Chairmen in the 81st. But so far things have come out fairly well. I've kissed and petted more consarned S.O.B. so-called Democrats and left wing Republicans than all the Presidents put together. I have very few people fighting my battles in Congress as I fought F.D.R.'s

Had dinner by myself tonight. Worked in the Lee House office until dinner time. A butler came in very formally and said ""Mr President dinner is served."" I walk into the dining room in the Blair House. Barnett in tails and white tie pulls out my chair, pushes me up to the table. John in tails and white tie brings me a fruit cup, Barnett takes away the empty cup. John bring me a plate, Barnett brings me a tenderloin, John brings me aspargus, Barrett brings me carrots and beets. I have to eat alone and in silence in candle lit room.

-2- Monday, October 31, 1949

from opposite page.

I ring - Barnett takes the plate and butter plates. John comes in with a napkin and silver crumb tray - there are no crumbs but John has to brush them off the table anyway. Barrett bring me a plate with a finger bowl and doyle [sic] on it-I remove finger bowl and doyle [sic] and John puts a glass saucer and a little bowl on the plate. Barnett brings me some chocolate custard. John brings me a demitasse (at home a little cup of coffee - about two good gulps) and my dinner is over. I take a hand bath in the finger bowl and go back to work.

What a life!",,,7542748,,,,,,,
Harry S. Truman,1949,3,24,"Mr. Churchill is coming to dinner. He came, brought me his life of John Churchill, Duke of Marlborough. John's father was Winston Churchill!

We had a grand time at the dinner. General Marshall, Barkley, V.P., Atcheson [sic] Sec of State, C.J. Fred Vinson & Mrs. Vinson, the British Ambassador all made a contribution to the evening. (This Blair Lee House is a handicap to such events.)

Mr. Churchill gave Bess his book on painting, which sold out the canvass [sic] and paint brush dealer in London!

The former P.M. looks old and yet he told me that in 1950 he'd be Prime Minister again and form either a Conservative or a Coalition government! He may be as right as I was last year.

We had to go out and have pictures made on the ""stoop"". How we need the old building across the street, known as the White House. If Theodore Roosevelt and Old Man Coolidge had done as they should

we wouldn't be out doors now!

M'Kim Mead & White did a botch job in 1902 and the silent? old man from Mass. did a worse one in 1927. It's hell. None of the Roosevelt tribe gave a damn about the official residence. They were all promoters for themselves, I'm sorry to say.

Friday

Margie, her mother & I go to a movie over at the movie room in the White House.

They show me discribing [sic] election night in the film that won me an ""Oscar"" from the film boys. We see ""Pygmalion"" and a propaganda picture on my election. The election picture was good.",,,7542740,,,,,,,
Harry S. Truman,1949,9,1,Press conference day. I start the proceedings off by an announcement on the loan for Mexican Oil Development. Then come questions which are many and varied. See report of conference.,,,7542744,,,,,,,
Harry S. Truman,1951,9,29,"Margaret comes from N.Y. for the week end. Arrive at 3:06 P.M. Said she felt as if she were ""somebody"" when her mother and father were on hand to meet her.",,,7542760,,,,,,,
Harry S. Truman,1951,9,2,"The Lord Mayor of London is supposed to call on me today.

He didn't show up!

I find that he is in Ottawa Canada and that his call is to take place on Sept. 16th!

Well, it is hell when things at the top get balled up.",,,7542757,,,,,,,
Harry S. Truman,1951,9,21,Margie came down from N.Y. today. We plan to meet her mother and grandmother tomorrow at Silver Spring at 7:46 E.D.T.,,,7542758,,,,,,,
Harry S. Truman,1951,9,30,"3:30 General Vandenburg reports to me that an atomic explosion has taken place in the neighborhood of Lake Balkal in Siberia. Not good news. This is explosion No. 2.

Go over to the White House with Bess, Margie and Roy Lakin? It looks as if some progress is being made.",,,7542761,,,,,,,
Harry S. Truman,1951,4,5,"The situation with regard to the Far Eastern General has become a political one.

MacArthur has made himself a center of controversy, publicly and privately. He has always been a controversial figure.

He has had two wives - one a social light he married at 42, the other a Tennessee girl he married in his middle fifties after No 1 had divorced him.

He was chief of staff in the Hoover regime, made the front pages in the bonus affair. He was advisor to the President of the Philippines and Supreme Commander in the Pacific in World War II.

I made him Allied Commander in Chief in Japan to sign the surrender documents for the United States.

Made Chief of the occupation forces and Allied Commander for the United Nations forces in Korea in June 1950.",,,7542750,,,,,,,
Harry S. Truman,1951,9,1,"Went to Griffith Stadium to help celebrate the 50th anniversary of the American League.

Sat by the Chief Justice and his son James on my right and Clark Griffith on my left.

Washington lost 4 to 0, to New York.

Mr. Griffith said if Mrs. T. had been present the Senators would have won. I agreed.",,,7542756,,,,,,,
Harry S. Truman,1951,9,22,We met the boss and her mother at the time scheduled.,,,7542759,,,,,,,
Harry S. Truman,1951,4,9,"Meet the Big Four, Barkley, Rayburn, McFarland, McCormack and explain Far Eastern situation. Receive comments suggesting certain actions.

Meet with Atcheson [sic], Marshall, Bradley and Harriman. Go over recall orders to MacArthur and suggested public statement. Approve both and decide to send the orders to Frank Pace, Sec. of the Army, for delivery to MacArthur and Ridgway. Send message to Korean Ambassador. Message to be sent tomorrow at 8 P.M. our time. It will arrive at 10 A.M. Wednesday in Korea.

Gen. Bradley called about 9 P.M. Said there had been a leak. He, Dean Rusk, Mr. Harriman came to see me, Mr. Murphy was also present.

Discussed the situation and I ordered messages sent at once and directly to MacArthur.",,,7542753,,,,,,,
Harry S. Truman,1951,8,30,"The President of the Republic of the Philipines [sic] met with the signers of the mutual defense treaty at the Labor Dept. Auditorium, where the Atlantic Pact was signed.

He and I stood behind the signers. Sec. Atcheson [sic] signed first. Then General Romulo signed and turn about until all had signed.

I introduced the President of the Republic of the Philipines [sic], who made a beautiful speech, ending with a pledge of everlasting friendship.

As President of the United States I replied.

We then went to a luncheon at the Blair-Lee House.

As usual I toasted the Guest of Honor and he replied in a wonderful tribute to the United States.

As usual, old Tom Connally, Texas Senator and Chairman of the Senate Foreign relations Committee, tried the best he could to insult one of my guests. That has been the usual procedure for the last four years.

If old Tom isn't raising hell about protocol and where he sits, he is insulting one of the guests!",,,7542755,,,,,,,
Harry S. Truman,1951,4,8,"I see the Chief Justice and Sam Rayburn. Barkley in hospital but I talk with him on phone.

The situation in Far East is discussed but I do not disclose my intentions.",,,7542752,,,,,,,
Harry S. Truman,1951,4,10,"Quite an explosion. Was expected but I had to act.

Telegrams and letters of abuse by the dozens.",,,7542754,,,,,,,
Harry S. Truman,1951,4,6,"MacArthur shoots another political bomb through Joe Martin, leader of the Republican minority in the House.

This looks like the last straw.

Rank insubordination. Last summer he sent a long statement to the Vets of Foreign Wars - not through the high command back home, but directly! He sent copies to newspapers and magazines particularly hostile to me.

I was furnished a copy from the press room of the White House which had been accidently [sic] sent there.

I ordered the release surpressed and the sent him a very carefully prepared directive dated Dec 5 1950 setting out Far Eastern policy after I'd flown 14404 to Wake Island to see him and reach an understanding face to face.

He told me the war in Korea was over that we could transfer a regular division to Germany Jan 1st. He was positive Red China would not come in. He expected to support our Far Eastern policy.

I call in Gen. Marshall, Dean Atcheson [sic] Mr. Harriman and Gen Bradley before Cabinet to discuss situation. I've come

Saturday, April 7, 1951

to the conclusion that our Big General in the Far East must be recalled. I don't express any opinion or make known my decision.

Direct the four to meet again Friday afternoon and go over all phases of the situation.

Saturday

We met again this morning - Gen Marshall, Dean Atcheson [sic], Mr. Harriman and Gen. Bradley.

It is the unanimous opinion of all that MacArthur be relieved. All four so advise.

I direct that order be issued, press statement prepared and suggest meeting Monday before the Cabinet meets.",,,7542751,,,,,,,
Harry S. Truman,1951,4,7,,,,7542751,,,,,,,
Richard Nixon,1969,7,20,,https://catalog.archives.gov/id/595079,,595079,,,President Nixon  held an interplanetary conversaton with Apollo 11 astronauts Neil Armstrong and Edwin Aldrin on the Moon.,,,,
George Bush,1990,1,15,,https://catalog.archives.gov/id/186323,https://catalog.archives.gov/id/186322,186323,,,,,,,
George Bush,1990,1,16,,https://catalog.archives.gov/id/186324,,186324,,,,,,,
George Bush,1991,1,19,,https://catalog.archives.gov/id/186325,,186325,,,,,,,
George Bush,1991,1,20,,https://catalog.archives.gov/id/186326,,186326,,,,,,,
George Bush,1991,1,21,,https://catalog.archives.gov/id/186327,,186327,,,,,,,
George Bush,1991,1,22,,https://catalog.archives.gov/id/186328,,186328,,,,,,,
George Bush,1991,1,23,,https://catalog.archives.gov/id/186329,,186329,,,,,,,
George Bush,1991,1,24,,https://catalog.archives.gov/id/186330,,186330,,,,,,,
George Bush,1991,1,25,,https://catalog.archives.gov/id/186331,,186331,,,,,,,
George Bush,1991,1,26,,https://catalog.archives.gov/id/186332,,186332,,,,,,,
George Bush,1991,1,27,,https://catalog.archives.gov/id/186333,,186333,,,,,,,
George Bush,1991,1,28,,https://catalog.archives.gov/id/186334,,186334,,,,,,,
George Bush,1991,1,29,,https://catalog.archives.gov/id/186335,,186335,,,,,,,
George Bush,1991,1,30,,https://catalog.archives.gov/id/186336,,186336,,,,,,,
George Bush,1991,1,31,,https://catalog.archives.gov/id/186337,,186337,,,,,,,
George Bush,1991,2,1,,https://catalog.archives.gov/id/186338,,186338,,,,,,,
George Bush,1991,2,2,,https://catalog.archives.gov/id/186339,,186339,,,,,,,
George Bush,1991,2,3,,https://catalog.archives.gov/id/186340,,186340,,,,,,,
George Bush,1991,2,4,,https://catalog.archives.gov/id/186341,,186341,,,,,,,
George Bush,1991,2,5,,https://catalog.archives.gov/id/186342,,186342,,,,,,,
George Bush,1991,2,6,,https://catalog.archives.gov/id/186343,,186343,,,,,,,
George Bush,1991,2,7,,https://catalog.archives.gov/id/186344,,186344,,,,,,,
George Bush,1991,2,8,,https://catalog.archives.gov/id/186345,,186345,,,,,,,
George Bush,1991,2,9,,https://catalog.archives.gov/id/186346,,186346,,,,,,,
George Bush,1991,2,10,,https://catalog.archives.gov/id/186347,,186347,,,,,,,
George Bush,1991,2,11,,https://catalog.archives.gov/id/186348,,186348,,,,,,,
George Bush,1991,2,12,,https://catalog.archives.gov/id/186349,,186349,,,,,,,
George Bush,1991,2,13,,https://catalog.archives.gov/id/186350,,186350,,,,,,,
George Bush,1991,2,14,,https://catalog.archives.gov/id/186351,,186351,,,,,,,
George Bush,1991,2,15,,https://catalog.archives.gov/id/186352,,186352,,,,,,,
George Bush,1991,2,16,,https://catalog.archives.gov/id/186353,,186353,,,,,,,
George Bush,1991,2,17,,https://catalog.archives.gov/id/186354,,186354,,,,,,,
George Bush,1991,2,18,,https://catalog.archives.gov/id/186355,,186355,,,,,,,
George Bush,1991,2,19,,https://catalog.archives.gov/id/186356,,186356,,,,,,,
George Bush,1991,2,20,,https://catalog.archives.gov/id/186357,,186357,,,,,,,
George Bush,1991,2,21,,https://catalog.archives.gov/id/186358,,186358,,,,,,,
George Bush,1991,2,23,,https://catalog.archives.gov/id/186359,,186359,,,,,,,
George Bush,1991,2,24,,https://catalog.archives.gov/id/186360,,186360,,,,,,,
George Bush,1991,2,25,,https://catalog.archives.gov/id/186361,,186361,,,,,,,
George Bush,1991,2,26,,https://catalog.archives.gov/id/186362,,186362,,,,,,,
George Bush,1991,2,27,,https://catalog.archives.gov/id/186363,,186363,,,,,,,
